Gene	Trait	CellType	Tissue
AKT3:ANK3:ANKS1B:ATXN7:BRAF:CACNA1C:CACNB2:CDC42:CREB1:CUX1:DLG1:DLG2:DST:ELF2:ERBB4:FOXO3:FOXP1:GIGYF2:GPM6A:HECW2:HSPA1A:IL1RAPL1:KALRN:KCNQ5:LRP1:LRP1B:MACF1:MAGI2:MBP:MEF2C:MMP16:NCAM1:NRGN:NRXN1:NRXN3:NTM:OLFM3:OPCML:PLCL1:POU2F1:PRKCB:PRKG1:PSD3:PTK2B:PTPRD:PTPRG:RB1:RBFOX1:RERE:RORA:SDCCAG8:SIPA1L1:SLC8A1:SOX5:SRPK2:SRSF2:STAG1:STAT6:TCF4:ZEB2:ZSWIM6	Schizophrenia_Pardinas_2018	Microglia	DER22
AKT3:ANK3:ANKS1B:CACNA1C:DLG1:DMTF1:ERBB4:FOXO3:FOXP1:IL1RAPL1:ITCH:MACF1:MAGI2:NRXN1:PCDH7:PLCL1:PRKCB:PRKCZ:PRKD1:PTPRD:PTPRF:RBFOX1:RERE:SF3B1:SLC8A1:SRPK2:SYT1:TCF4:TLE4:ZEB2	Schizophrenia_Pardinas_2018	Oligo	DER22
AKT3:ANK3:ANKS1B:ASAP1:CACNA1A:CACNA1C:CACNB2:CNTN4:CREB1:CUX1:DDR1:DLG1:ERBB4:FGFR1:FOXO3:FOXP1:GNG7:GPM6A:IL1RAPL1:LRP1:LRP1B:MACF1:MAGI2:MAPK1:MAPK8:MMP16:MPPED2:NALCN:NCAM1:NRGN:NRXN1:OPCML:PDE4B:POU2F1:PRKCB:PRKD1:PTPRN2:RBFOX1:RERE:RFTN2:RORA:RTN1:SFPQ:SGCD:SIPA1L3:SLC8A1:SNAP25:SOX5:SREBF2:SRPK2:STAG1:TCF4:TLE4:TUBB:ZEB2:ZHX2	Schizophrenia_Pardinas_2018	OPC	DER22
ABCB1:ADAM10:AKT3:ANKS1B:ASAP1:ATXN1:ATXN7:CACNA1C:CACNA2D3:CACNB2:CALD1:CDH11:CEP170:CHD2:CNTRL:CUX1:DGKI:DLG1:DLG2:DMTF1:DPYD:EFNA5:ERBB4:FOXO3:FOXP1:GOPC:GRIN2A:HCN1:HSPA1A:KALRN:LRP1B:MACF1:MAGI2:MAPK1:MARK3:MEF2C:NCAM1:NRXN1:NRXN3:NT5C2:NTM:OLFM3:OPCML:PDE4B:PDE4D:PLCL1:PPP1R13B:PRKCB:PRKD1:PSIP1:PTEN:PTK2:RABEP1:RABGAP1L:RBFOX1:RERE:RGS6:RICTOR:RORA:SGCD:SH3RF1:SNAP25:SOX5:SPATS2L:SRPK2:STAG1:STAT1:SYNE1:SYT1:TCF4:TLE4:ZDHHC5:ZEB2:ZHX2:ZNF804A	Schizophrenia_Pardinas_2018	Per	DER22
ACTN1:AFF3:AGAP1:ANK3:ATXN1:CAMK2A:CAMK2G:CAMKV:CELF1:CELF2:CTNNA3:DAB1:DLG2:FGF14:GPM6A:HTT:JMJD1C:KIF2A:MAPT:MAX:NEGR1:NR3C1:NSF:NTM:PIK3R1:PIN1:PPFIA2:RAB11A:RBFOX1:RBFOX2:SLC4A10:SLC8A1:SNAP25:SRSF11:SRSF2:STMN2:THRB:YWHAG	SSGAC-College_Rietveld_2013	Ex1	DER22
AFF3:AGAP1:ATXN1:CAMK2A:CAMK2G:DENND4A:DLG2:FGF14:GPM6A:HTT:KHDRBS1:MAPT:MCCC1:NEGR1:NR3C1:NRXN1:NSF:NTRK2:PPA2:PPFIA2:PTPRK:RBFOX1:RPH3A:SLC4A10:SLC8A1:SNAP25:YWHAG	SSGAC-College_Rietveld_2013	Ex2	DER22
AGAP3:CAMK2A:DAB1:DLG2:FGF14:GPM6A:HTT:MAPT:NEGR1:NRXN1:NSF:PIN1:PPFIA2:PRKAR1A:PRKCE:RBFOX1:RPH3A:SNAP25:STMN2:YWHAG	SSGAC-College_Rietveld_2013	Ex3e	DER22
AFF3:AGAP1:ATXN1:CAMK2A:CAMK2G:DLG2:FGF14:GABBR2:GPM6A:HTT:JMJD1C:MAPT:NEGR1:NR3C1:NSF:PIK3CA:PPFIA2:RBFOX1:RBM6:SLC4A10:SLC8A1:SNAP25:YWHAG:ZEB1	SSGAC-College_Rietveld_2013	Ex4	DER22
AFF3:AGAP1:ANK3:ATXN1:CAMK2G:CELF4:DENND4A:DLG1:DLG2:EXOC4:FGF14:GPM6A:HTT:JMJD1C:MAPT:MAX:NEGR1:NR3C1:NRXN1:NSF:NTRK2:PIK3R1:PPFIA2:PRKCE:PTPRK:RAB11A:RBFOX1:RPH3A:SLC4A10:SLC8A1:SNAP25:THRB:YWHAG:ZEB1	SSGAC-College_Rietveld_2013	Ex5b	DER22
AFF3:AKAP9:ANO4:ARFGEF1:ATXN1:CAMK2G:CEP170:CTNNA3:DAB1:DLG2:FGF14:FOXP1:FOXP2:GPM6A:HTT:JMJD1C:MAPT:MAX:NEGR1:NR3C1:NRXN1:NSF:PBX1:PIK3CA:PIN1:PPFIA2:PRKAR1A:PRKCB:RBFOX1:RBM6:SDCCAG8:SLC4A10:SLC8A1:SNAP25:THRB:TLE4	SSGAC-College_Rietveld_2013	Ex6a	DER22
AGAP1:ANK3:ANO4:ATXN1:CAMK2G:CELF4:DAB1:DLG2:DPYD:EFNA5:FGF14:GPM6A:HTT:MAPT:MCCC1:NEGR1:NSF:PBX1:PDZRN4:PIK3R1:PPA2:PPFIA2:PRKCE:RBFOX1:RBM6:SLC4A10:SLC8A1:SNAP25:TANC2:TLE4:TLN2:YWHAG	SSGAC-College_Rietveld_2013	Ex6b	DER22
AFF3:CADM2:CAMK2A:DLG2:DOCK3:FGF14:GABBR2:GPM6A:HTT:MAPT:MCCC1:NEGR1:NR3C1:NSF:PPA2:PPFIA2:PRKCE:RUNX1T1:SEMA6D:SLC4A10:SLC8A1:SNAP25:TCF4	SSGAC-College_Rietveld_2013	Ex8	DER22
AGAP3:AKAP11:ATG9A:ATP1B1:CAMK2G:CELF4:CTNNA3:CUL3:GAP43:GPM6A:HTT:KLC2:MAP4:MAPT:MEF2C:MLLT11:NEFL:NSF:NTRK2:PBX1:PIK3R1:PIN1:PRKAR1A:PYGB:RAB1B:RPH3A:SNAP25:STMN2:THRB:YWHAG	SSGAC-College_Rietveld_2013	Ex9	DER22
AFF3:ATP1B1:ATXN1:CAMK2G:CELF4:DAB1:DLG2:FGF14:GPM6A:HTT:JMJD1C:KHDRBS1:MAML3:MAPT:MAX:N4BP2L2:NEGR1:NSF:PBX1:PIK3CA:PIN1:RBFOX1:RBM6:RGS12:SEMA6D:SLC4A10:SLC8A1:SNAP25:SRSF11:TCF4:TNRC6A:UQCC2:VDAC1:WWOX:YWHAG	SSGAC-College_Rietveld_2013	In1a	DER22
AFF3:AGAP1:ANO4:ATP1B1:CAMK2G:DAB1:DLG2:DOCK3:FGF14:GABBR2:GNAL:GPM6A:HCN1:HTT:MAPT:NRXN1:NSF:PIN1:PRKCE:RBFOX1:RGS12:RPH3A:SEMA6D:SLC4A10:SLC8A1:SNAP25:SRSF11:TCF4:VDAC1:WWOX:YWHAG	SSGAC-College_Rietveld_2013	In1b	DER22
AKAP9:ANO4:APBA1:ATP1B1:CEP170:DAB1:DLG2:DST:FGF14:GPM6A:ITSN2:JMJD1C:KHDRBS1:MAPT:MAX:NRXN1:NSF:PBX1:PIN1:PPFIA2:RBFOX1:SCLT1:SDCCAG8:SLC4A10:SNAP25:SRSF11	SSGAC-College_Rietveld_2013	In1c	DER22
AGAP1:ANK3:ANO4:APBA1:ATP1B1:CAMK2G:DAB1:DLG2:FGF14:GABBR2:GNAL:GPM6A:HCN1:HTT:KHDRBS1:MAPT:NRXN1:NSF:PIN1:PPFIA2:PRKCE:RBFOX1:RGS12:RPH3A:SLC4A10:SNAP25:TANC2:TIAM1:WWOX:YWHAG	SSGAC-College_Rietveld_2013	In3	DER22
ATXN1:CAMK2G:CELF4:CEP170:CTNNA2:DAB1:DLG2:EGFR:FGF14:GABBR2:GPM6A:HTT:JMJD1C:MAML3:MAPT:MAX:NEGR1:NRXN1:NSF:PBX1:PIN1:RBFOX1:RGS12:RPH3A:SLC8A1:SNAP25:THRB:YWHAG	SSGAC-College_Rietveld_2013	In4a	DER22
ANO4:ATXN1:CAMK2G:CAMKV:CELF4:DAB1:DLG2:EGFR:FGF14:GABBR2:GPM6A:HTT:MAML3:MAPT:MAX:MEF2C:NRXN1:NSF:NTRK2:PBX1:PIN1:RBFOX1:RBM6:RPH3A:SDCCAG8:SLC4A10:SLC8A1:SNAP25:WWOX	SSGAC-College_Rietveld_2013	In4b	DER22
AFF3:AGAP1:ANO4:ATP1B1:BMPR2:CAMK2G:DAB1:DLG2:FGF14:GPM6A:HTT:JMJD1C:LRRTM3:MAPT:MEF2C:NBEA:NEFL:NEGR1:NR3C1:NSF:PIN1:PKM:PPFIA2:RBFOX1:SLC4A10:SNAP25:TCF4:TEAD1:THRB:TNRC6A:WWOX	SSGAC-College_Rietveld_2013	In6a	DER22
AGAP1:ANO4:AP2B1:ATXN1:CAMK2G:DAB1:DLG2:FGF14:GPM6A:HTT:ITSN1:JMJD1C:MAPT:MAX:NEFL:NEGR1:NSF:OSBPL3:PIN1:PPFIA2:RBFOX1:RBM6:RCOR3:SLC4A10:SNAP25:TNRC6A:WWOX:YWHAG:ZNF804A	SSGAC-College_Rietveld_2013	In6b	DER22
AGAP1:ANK3:ANO4:ATXN1:BCL11A:CAMK2A:CAMK2G:DAB1:DLG2:FGF14:GPM6A:HTT:KHDRBS1:MAPT:NEGR1:NLGN1:NRXN1:NSF:PIN1:PRKCE:RBFOX1:RPH3A:SLC4A10:SLC8A1:SNAP25:TIAM1:TNRC6A:WWOX:YWHAG	SSGAC-College_Rietveld_2013	In7	DER22
AFF3:AGAP1:ANK3:APP:ATXN1:BCL11A:CAMK2G:CELF2:DAB1:DLG2:FGF14:GPM6A:GRID2:HTT:JMJD1C:MAPT:MAX:MCCC1:NEGR1:NSF:NTRK2:PIK3R1:PIN1:PPA2:PPFIA2:PRKCE:RBFOX1:RUNX1T1:SLC4A10:SLC8A1:SNAP25:TCF4:THRB:TIAM1:TLN2:YWHAG	SSGAC-College_Rietveld_2013	In8	DER22
AFF3:AGAP1:ATXN1:DAB1:DLG2:EPN2:FGF14:FOXP1:GPM6A:JMJD1C:MAPT:NEGR1:NR3C1:NSF:PIK3CA:PPFIA2:PTPRK:RBFOX1:SNAP25:TCF4:TLE4:WWOX	SSGAC-College_Rietveld_2013	OPC	DER22
AAK1:AKAP6:AP2B1:ATP2B1:AUTS2:CACNA2D1:CALM1:CALM3:GPHN:GRIA2:GRID2:GRIN2A:GRM5:RERE:SEMA6D:SYNPR:TCF4	Subjective-Well-Being_Okbay_2016	Ex2	DER22
AAK1:AFF3:ATG7:ATP2B1:AUTS2:CACNA2D1:CALM1:CALM3:FOXP2:GNAO1:GPHN:GRIA2:GRIN1:GRIN2A:GRM5:NKAIN2:PDE10A:RERE:SCLT1:SLC8A1:SORBS1:TCF4:TMEM59L:YWHAE	Subjective-Well-Being_Okbay_2016	Ex4	DER22
AAK1:ANKS1B:AP2B1:ATP2B1:AUTS2:BAIAP2:CACNA1E:CACNA2D1:CALM1:FOXP2:GPHN:GRIA2:GRIN1:GRIN2A:GRM5:NRG3:RERE:SLC8A1:TCF4:YWHAE	Subjective-Well-Being_Okbay_2016	Ex6b	DER22
AAK1:AFF3:ATP2B1:AUTS2:CACNA1E:CACNA2D1:CALM1:CLASP2:ERBB4:GNAO1:GPHN:GRIA2:GRIN1:GRIN2A:GRM5:NCAM1:NKAIN2:NR3C1:RERE:SCN2A:SEMA6D:SGCD:SLC4A10:SLC8A1:SORBS1:SYNPR:TCF4:THRB:TMEM59L:YAF2:YWHAE	Subjective-Well-Being_Okbay_2016	Ex8	DER22
AFF3:AKAP6:ATG7:AUTS2:CALM1:CALM3:DTNA:EPHA6:ERBB4:GNAO1:GPHN:GRM5:PTPRR:RERE:SEMA6D:SGCD:SREK1:SRSF5:SYNPR:TCF4	Subjective-Well-Being_Okbay_2016	In1a	DER22
AFF3:AUTS2:CACNA1E:CACNA2D1:CALM1:EPHA6:ERBB4:GPHN:GRIN1:GRM5:MTMR6:MTMR9:NCDN:NRG2:PRKD1:PTPRR:RERE:SEMA6D:SYNPR:TCF4:ZMYND8	Subjective-Well-Being_Okbay_2016	In1b	DER22
AAK1:AFF3:ATG7:ATP2B1:AUTS2:CACNA1E:CACNA2D1:CALM1:DTNA:ELF2:EPHA6:ERBB4:FKBP8:GNAO1:GPHN:GRIA2:GRID2:GRIN1:GRM5:NCAM1:NCDN:NKAIN2:NR3C1:PCP4:PTPRR:RERE:RSRC1:RUNX1T1:SCLT1:SCN2A:SEMA6D:SGCD:SPTAN1:SYNPR:TCF4:THRB:UBE3A:YAF2:YWHAE:ZMYM4:ZMYND8	Subjective-Well-Being_Okbay_2016	In1c	DER22
AAK1:AFF3:AUTS2:CACNA2D1:CALM1:EPHA6:ERBB4:FKBP8:GPHN:GRID2:GRIN1:NCDN:PTPRR:RERE:RUNX1T1:SEMA6D:SIPA1L3:SPTAN1:SYNPR:TCF4:ZMYM4	Subjective-Well-Being_Okbay_2016	In3	DER22
AAK1:AFF3:AKAP6:AP2B1:ATG7:ATP2B1:AUTS2:CACNA2D1:CALM1:EGFR:GNAO1:GPHN:GRIA2:GRIN2A:GRM5:HERC1:NCAM1:NKAIN2:OPCML:PDE10A:RERE:SCLT1:SLC8A1:SREK1:SRSF5:TCF4	Subjective-Well-Being_Okbay_2016	In4a	DER22
AFF3:AKAP6:ATG7:AUTS2:CACNA2D1:CALM1:FKBP8:GNAO1:GPHN:GRIN1:GRIN2A:GRM5:MPHOSPH8:PDE10A:RERE:SEMA6D:SIK3:SLC8A1:SYNPR:TBC1D4:TCF4:YWHAE	Subjective-Well-Being_Okbay_2016	In4b	DER22
AFF3:AKAP6:AUTS2:CALM1:EPHA6:ERBB4:FKBP8:GPHN:GRIA2:GRIN1:GRM5:NKAIN2:PCP4:PTPRR:RERE:SLC6A1:SLC8A1:SYNPR:TCF4:TMEM59L	Subjective-Well-Being_Okbay_2016	In7	DER22
AFF3:ATG7:AUTS2:CACNA2D1:CALM1:GNAO1:GPHN:GRID2:GRIN1:GRM5:NCDN:RERE:SYNPR:TCF4:THRB:TMEM59L:ZMYND8	Subjective-Well-Being_Okbay_2016	In8	DER22
ARHGAP22:ATP2B1:AUTS2:CACNA2D1:CALM1:ERBB4:FOXP2:GPHN:GRIN1:GRM5:NKAIN2:RERE:SCN2A:SLC1A3:SLC8A1:STAG1:TCF4:ZBTB20	Subjective-Well-Being_Okbay_2016	Microglia	DER22
AKAP6:AUTS2:CACNA2D1:CALM1:ERBB4:GNAO1:GPHN:KLHL32:RERE:TCF4:ZMYND8	Subjective-Well-Being_Okbay_2016	Oligo	DER22
AKAP6:AUTS2:CACNA2D1:CALM1:DTNA:GPHN:GRM5:RERE:SGCD:SGMS1:TCF4	Subjective-Well-Being_Okbay_2016	OPC	DER22
AGAP1:BPTF:CAMK2G:CPE:CTNNA2:DENND1A:DLG2:EYA2:ID2:MACF1:PEAK1:TCF12:TCF4:TCF7L2:TLE1:TNIK:TRPS1:ZBTB20:ZMIZ1	Type-2-Diabetes_Scott_2017_Type-2-Diabetes	Astro	DER22
AGAP1:BCAR1:DENND1A:DLG2:FCHSD2:GAS7:HMG20A:ITCH:JAZF1:MACF1:MAGI1:MBNL1:NF1:PROX1:RTN4:SPPL3:SREBF1:TCF12:TCF4:UBE2E2:VPS28:ZBTB20:ZMIZ1	Type-2-Diabetes_Scott_2017_Type-2-Diabetes	Oligo	DER22
AGAP1:CPE:CTNNA2:DENND1A:DLG2:FCHSD2:GAS7:JAZF1:MACF1:MAGI1:MBNL1:NF1:RORA:TCF12:TCF4:TCF7L2:ZBTB20:ZMIZ1	Type-2-Diabetes_Scott_2017_Type-2-Diabetes	OPC	DER22
AHCYL1:DNM3:FBXL7:ITPR2:LSAMP:MEIS1:PARD3:PLCB1:PPFIA2:PPP3CA:SLC1A3:SRPK2	Waist-Format-2_Shungin_2015_Waist-Hip-Ratio-European	Astro	DER22
ANK3:ASH1L:BPTF:CNTN2:CREB5:DNM3:FAF1:GNAQ:JMJD1C:LSAMP:MAP4:MEIS1:NCAM1:NEGR1:NLGN1:NRXN3:OPCML:PHLDB1:RABGAP1L:RFTN2:SLC44A1:SREK1:SRPK2:UNC5C	Waist-Format-2_Shungin_2015_Waist-Hip-Ratio-European	Oligo	DER22
ADH1B:BSG:CALM1:EWSR1:HSPA5:LRP1:MDH2:MYL6:SEC13:TCF4:TPM1:ZFP36L2	Alcohol-Use-Disorder_Kranzler_2019	Adventitial.Fibroblast	Lung
ADH1B:ADH5:BBX:CACNA2D1:CAMK2G:CPNE1:GOLGA2:GSTT1:ITGA1:MDH2:MYL6:MYL9:PARK7:PELO:PSMC5:STAT6:TCF4:TPM1:ZBTB16:ZFP36L2	Alcohol-Use-Disorder_Kranzler_2019	Airway.Smooth.Muscle	Lung
ADH1B:ADH5:CALM1:CYP27A1:DAAM1:GSTT1:INMT:ITGA1:LIMCH1:MDH2:MMP2:MYL6:POR:SLC39A13:SPARC:TCF4:THRAP3:TPM1:ZFP36L2	Alcohol-Use-Disorder_Kranzler_2019	Alveolar.Fibroblast	Lung
CCDC88B:FOXO3:GNAI2:IL6R:MAPK3:PDE4B:PTK2B:STAT6:TLN1:TPM3:TYMP	Anxiety-tension-special-factor-of-neuroticism_Hill_2019	Neutrophil	Lung
APP:CD36:DNAJA1:HPGD:JUN:NEDD9:PDIA3:SLCO2A1:SRSF3:TAL1:TRA2B:TSPAN14:VAMP5	Anxiety_Otowa_2016_Anxiety-Continuous	Capillary.Intermediate.1	Lung
ACSL3:ARPC3:ASS1:ATP6V1G1:CP:CXCL8:ERGIC3:JUN:LCN2:LPP:PDIA3:REEP5:TPI1:VAMP8	Anxiety_Otowa_2016_Anxiety-Continuous	Goblet	Lung
CIITA:CNN2:CORO1A:CXCR4:FOXP1:IKZF3:IL4R:IRF1:MAP3K1:MEF2C:NFKB1:RAN:REL:RUNX3:SMAD3:SP110:STAT6:TRIM22:ZFP36L2	Asthma_Demenais_2017	B	Lung
ARRB2:CD247:CXCR4:ETS1:FOXP1:FXYD5:IKZF3:IRF1:LITAF:NCOA1:PIP4K2A:REL:RUNX3:STAT6:ZFP36L2	Asthma_Demenais_2017	CD8..Naive.T	Lung
APOE:KANK2:LPL:MGLL:NAPA:NCOA3:NR3C1:PPP1CB:SERPING1:SORT1:TPM1:TSC22D1	Blood-Lipids_Teslovich_2010_High-Density-Lipoprotein	Pericyte	Lung
ALDH2:APOE:CALM1:COX5A:FN1:GRB2:KPNB1:LMNA:PLEC:SDCBP:TPM3:VMP1	Blood-Lipids_Teslovich_2010_Low-Density-Lipoprotein	Macrophage	Lung
ADPGK:APOE:ASAH1:CAPZA2:CTSB:CTSD:DYNLRB1:ENTR1:HLA-DRB5:LPL:LRP1:LRPAP1:PAFAH1B2:PDE4B:PKM:SDCBP:SERF2:TPM3	Blood-Lipids_Teslovich_2010_Triglycerides	Macrophage	Lung
ACTA2:ACTN1:AHCYL1:ANXA7:APOE:BPTF:COL4A2:CTSB:DPYSL2:DYNLRB1:INMT:JUN:LPL:LRP1:LRPAP1:MAP1LC3A:PAFAH1B2:PDGFRB:PDIA3:PON2:PPP1CB:ROCK2:SERF2:SERPING1:SKIL:SPARCL1:TAGLN:TPM1:TPM2:YY1	Blood-Lipids_Teslovich_2010_Triglycerides	Pericyte	Lung
AHCYL1:APOE:CTSB:DYNLRB1:PAFAH1B2:PLTP:SUMO2:TPM1:TPM2:ZPR1	Blood-Lipids_Teslovich_2010_Triglycerides	Vascular.Smooth.Muscle	Lung
ARL3:CD59:CKB:ETS2:FTO:GABPB2:GTF3A:PPP1CB:PRDX5:SDC4:SEC13:SORBS2:SPTAN1:TSPAN1:TUBA1A:TUFM:VAMP8	BMI_Locke_2015_BMI-European	Ciliated	Lung
ALDH2:ARNT:AXL:C1S:CALCOCO2:CAVIN1:COL4A2:CTTN:FN1:HNRNPM:ILF3:KANK2:LMNA:MAP4:MCL1:MORF4L1:N4BP2L2:PHB:SMAD3:TOP1:VAMP5:VEGFA	CAD-Resting-Heart-Rate_Eppinga_2016	Adventitial.Fibroblast	Lung
ADRB2:AGER:ATP1B3:CAVIN1:CHCHD2:CKB:CNN3:CTTN:FN1:HNRNPH1:KIF5B:LDLR:LMNA:LRP10:LRPAP1:MORF4L1:NEDD9:PLEKHA1:SELENBP1:TNS1:TSPAN3:UTRN:VAMP8:ZFP36L1	CAD-Resting-Heart-Rate_Eppinga_2016	Alveolar.Epithelial.Type.1	Lung
ALDH2:CFTR:CTSH:CTTN:DDX18:DNM2:ERP29:ETS2:GALNT2:GNL2:GRB2:HLA-DRB5:HNRNPM:HSPA5:ILF3:LDLR:LMNA:LRPAP1:MORF4L1:PHB:PSMD13:SFTPC:SMARCA4:SREBF1:SRPRA:TOP1:VAMP8	CAD-Resting-Heart-Rate_Eppinga_2016	Alveolar.Epithelial.Type.2	Lung
ALDH2:C1S:CAVIN1:FN1:LMNA:MORF4L1:PRELP:RBM6:ST3GAL4:TNS1:USP39:VAMP5	CAD-Resting-Heart-Rate_Eppinga_2016	Alveolar.Fibroblast	Lung
ADD1:ALDH2:ARHGEF12:CALCOCO2:CALCRL:CAV1:CAVIN1:CLDN5:CNN3:CTTN:EGR1:ERG:ETS2:FLT1:FN1:GNAI2:HERPUD1:ILF3:KPNB1:LDLR:LIMS2:LMNA:MAP3K11:MORF4L1:PECAM1:PROCR:RAMP2:RELA:RNF181:SMARCA4:TGOLN2:TIMP3:TOP1:VAMP5	CAD-Resting-Heart-Rate_Eppinga_2016	Artery	Lung
ALDH2:ARHGEF12:CHCHD2:CTTN:ETS2:HNRNPM:LDLR:LMNA:MORF4L1:PHB:SMARCA4:SRSF9:TNS1:VAMP8	CAD-Resting-Heart-Rate_Eppinga_2016	Basal	Lung
CAVIN1:CDKN1A:CLDN5:COL4A2:CTTN:EGR1:ETS2:FLT1:FN1:FOXP1:GIT1:HERPUD1:ILF3:KPNB1:LDLR:LMNA:MCL1:MORF4L1:NEDD9:PECAM1:PHB:RBM39:RELA:SMARCA4:TGM2:TRIB1:VAMP5:VAMP8	CAD-Resting-Heart-Rate_Eppinga_2016	Bronchial.Vessel.1	Lung
ALDH2:CAVIN1:CLDN5:CTTN:ETS2:FLT1:ILF3:LDLR:LMNA:MORF4L1:SCARB1:TMEM204:VAMP5:ZEB2	CAD-Resting-Heart-Rate_Eppinga_2016	Capillary	Lung
ALDH2:CAV1:CAVIN1:CLDN5:CTTN:ETS2:FLT1:HERPUD1:LMNA:MORF4L1:SCARB1:SMARCA4:TMEM204:VAMP5:ZFP36L1	CAD-Resting-Heart-Rate_Eppinga_2016	Capillary.Aerocyte	Lung
ALDH2:ARHGEF12:C4orf3:CALCOCO2:CALCRL:CAPZA2:CAV1:CAVIN1:CHCHD2:CLDN5:COL4A1:COL4A2:CTTN:ETS2:FLT1:FZD4:IRF1:LMNA:MORF4L1:NCK1:NEDD9:NRP1:PECAM1:PLCG1:SASH1:SCARB1:SLCO4A1:SMARCA4:SYNE1:TGM2:VAMP5:YIF1A:ZFP36L1	CAD-Resting-Heart-Rate_Eppinga_2016	Capillary.Intermediate.1	Lung
ATP1B1:B9D2:C4orf3:CKB:CTTN:ETS2:HNRNPM:LMAN1:LMNA:MORF4L1:NUDC:SMARCA4:VAMP8	CAD-Resting-Heart-Rate_Eppinga_2016	Ciliated	Lung
ACTR2:ARRB2:ATP2B1:CTSS:ETS2:FES:FOXP1:IGF2R:IRF1:LRP1:MEF2C:SMARCA4:TLN1:USP3:VAMP8:ZEB2	CAD-Resting-Heart-Rate_Eppinga_2016	Classical.Monocyte	Lung
ALDH2:CAV1:CHCHD2:CTTN:EGR1:EPAS1:ETS2:GDF15:HNRNPM:HSP90B1:HSPA9:KIF5B:KPNB1:LDLR:LMNA:LRPAP1:MORF4L1:MYL12A:NUDC:PTPN11:RNF181:RRBP1:SMARCA4:TOP1:VAMP8:ZFP36L1	CAD-Resting-Heart-Rate_Eppinga_2016	Club	Lung
ALDH2:CTTN:HNRNPM:LMNA:LRP10:LRPAP1:MORF4L1:RRBP1:TGM2:TSPAN3:VAMP8	CAD-Resting-Heart-Rate_Eppinga_2016	Goblet	Lung
C4orf3:CALCRL:CAVIN1:CLDN5:COL4A2:CTTN:ETS2:FN1:IST1:LMNA:MORF4L1:PECAM1:PROCR:RRBP1:SMARCA4:TUBB4B:VAMP5	CAD-Resting-Heart-Rate_Eppinga_2016	Lymphatic	Lung
ACTR2:ALDH2:APOE:FN1:GNAI3:GRB2:LMNA:LRP1:MAP4:MORF4L1:NDUFS3:PECAM1:PLAUR:PSMA5:PSMD13:PUF60:VAMP8	CAD-Resting-Heart-Rate_Eppinga_2016	Macrophage	Lung
ACTN1:ALDH2:C1S:C4orf3:CALCOCO2:CAVIN1:COL4A2:CTTN:FHL3:FN1:HNRNPH1:HNRNPM:ILF3:KANK2:LMNA:LRP10:LRPAP1:MAP4:MORF4L1:SMAD3:SPTAN1:SYNE1:TNS1:TOP1:TSPAN3:VAMP5:ZFP36L1:ZFP36L2	CAD-Resting-Heart-Rate_Eppinga_2016	Myofibroblast	Lung
ATP2B1:CTSS:DYSF:ETS2:FES:FURIN:IGF2R:LRP10:MCL1:SIPA1:SP1:SSH2:TLN1:TRIB1:TRPC4AP	CAD-Resting-Heart-Rate_Eppinga_2016	Neutrophil	Lung
APOE:ATP1B3:COL4A1:COL4A2:CTTN:DDX17:DGKG:FN1:GRN:KPNB1:LMNA:LPL:LRPAP1:MGLL:MORF4L1:PLCE1:PPP1CB:PTN:SERPING1:SORT1:TENT5A:TLN1:VAMP5:VCL:ZFP36L1	CAD-Resting-Heart-Rate_Eppinga_2016	Pericyte	Lung
ALDH2:ATP1B1:CHD3:CNN3:CTSH:CTTN:DNM2:ERP29:GSTT1:HLA-DRB5:HSP90B1:HSPA5:ILF3:KIF5B:LDLR:LMNA:LRPAP1:MORF4L1:MYL12A:NEDD9:PHB:PRSS8:RALY:RBM6:RNF181:RRBP1:SFTPC:SMARCA4:SREBF1:STARD10:TNS1:TOP1:VAMP8:VMP1:ZFP36L1	CAD-Resting-Heart-Rate_Eppinga_2016	Signaling.Alveolar.Epithelial.Type.2	Lung
CALCRL:CAVIN1:CLDN5:CNN3:COL4A1:COL4A2:CTTN:ETS2:FLT1:IRF1:LMNA:MORF4L1:NRP1:TMEM204:TRIB1:VAMP5	CAD-Resting-Heart-Rate_Eppinga_2016	Vein	Lung
AXL:CAVIN1:CTTN:FN1:HNRNPM:LMNA:MORF4L1:RBMS1:RRBP1:STAT2:VAMP5:VEGFA:ZFP36L2	Coronary-Artery-Disease_Nelson_2017	Adventitial.Fibroblast	Lung
ATP1B1:CALR:CAVIN1:CKB:CNN3:COL4A2:CTTN:EFNA1:ERP29:FN1:HNRNPA2B1:ICAM1:IRF1:LDLR:LMNA:MORF4L1:NEDD9:PLEKHA1:TNS1:TUBB4B:VAMP8:VCL	Coronary-Artery-Disease_Nelson_2017	Alveolar.Epithelial.Type.1	Lung
AAR2:ALDH2:C4orf3:CALR:CHCHD2:CHP1:CTSH:CTTN:ERP29:FN1:GSTT1:HSPA5:ILF2:LDLR:LMNA:MORF4L1:RPN1:RRBP1:SFTPC:TOP1:TUBB4B:VAMP8	Coronary-Artery-Disease_Nelson_2017	Alveolar.Epithelial.Type.2	Lung
